Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10002228,2228,Nicholas,Simon,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,02/01/2021,25/07/1996,58121516261,Bangladesh,+81 6026347,student10002228@sample.edu,mitchelljordan@gmail.com,No,,45436 Morgan Square,New Mary,Bangladesh,,,,00 No known disability,Foundation Year,Lake Stephenburgh College,Foundation Year: 75%,7,,Outreach Activity: Open Day,Received
10002229,2229,Michael,Nelson,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,19/08/2021,16/03/2002,75107705026,United Kingdom,+49 1127889,student10002229@sample.edu,christina87@gmail.com,No,,7134 Richard Common,Patricialand,UK,,Student Ambassador Bursary,50%,00 No known disability,A-Level,Calvinstad College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Facebook,Received
10002230,2230,Jacob,Lowery,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,26/06/2021,16/04/1996,69669552827,India,+14 2423166,student10002230@sample.edu,edavidson@gmail.com,No,,41827 May Isle Suite 109,Barnettport,India,,,,00 No known disability,Indian CBSE,Thomasmouth College,Indian CBSE: 85%,7,,Education Agent,Received
10002231,2231,Paul,Peck,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,01/04/2021,19/11/1998,66300319924,Philippines,+30 3788191,student10002231@sample.edu,victorsavage@gmail.com,No,,93242 Tyler Isle Apt. 143,Lake Kimberly,Philippines,,,,00 No known disability,IB,Karenbury College,Foundation Year: 75%,7,,Search Engine: Google,Received
10002232,2232,Angela,Martinez,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,20/05/2021,20/09/2001,95887395868,Canada,+69 4616959,student10002232@sample.edu,angelawallace@gmail.com,No,,7727 Torres Fork,Kathrynmouth,Canada,,,,00 No known disability,Canadian System,North Cassandrabury College,Canadian High School Diploma: 85% average,,,Website,Received
10002233,2233,John,Horton,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,3,Graduated 2022-23,Graduate,3,Unconditional,,02/08/2021,08/04/1996,73542823702,United Kingdom,+36 6297073,student10002233@sample.edu,josephthompson@gmail.com,No,,883 Christopher Crossing Suite 147,Smithberg,UK,,,,00 No known disability,BTEC,Stoneborough College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Email Campaign,Received
10002234,2234,Jeffrey,Bennett,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,13/03/2021,25/05/2003,62808917346,Philippines,+99 9983322,student10002234@sample.edu,judith74@gmail.com,No,,7738 Erik Drive Suite 833,Port Todd,Philippines,,,,00 No known disability,Foundation Year,West Heatherbury College,International Baccalaureate: 35 points,7,,Outreach Activity: Open Day,Received
10002235,2235,Aaron,Le,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,08/01/2021,22/06/1998,40295806784,Pakistan,+95 9951364,student10002235@sample.edu,pacesarah@gmail.com,No,,9984 Brock Camp,Williamton,Pakistan,,,,00 No known disability,Pakistani System,South Toniville College,Pakistani Intermediate: 80%,6,,Alumni Referral,Received
10002236,2236,Sherry,Wallace,F,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,3,Graduated 2022-23,Graduate,3,Unconditional,,06/05/2021,22/02/2003,90099659515,Pakistan,+92 3268584,student10002236@sample.edu,taylorlauren@gmail.com,No,,603 Montgomery Streets Apt. 823,Garyland,Pakistan,,,,00 No known disability,Pakistani System,Janetberg College,Pakistani Intermediate: 80%,6.5,,Instagram,Received
10002237,2237,Ronald,Welch,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,Mathematics proficiency test with minimum 60%,20/06/2021,12/07/1998,78937481439,Bangladesh,+78 2244415,student10002237@sample.edu,pjones@gmail.com,No,,321 Porter Fall Suite 540,West Glenn,Bangladesh,,,,00 No known disability,Foundation Year,Jonesside College,Foundation Year: 75%,6.5,,Education Agent,Received
10002238,2238,Kenneth,Washington,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,16/02/2021,11/04/1999,20898765018,Canada,+34 5381205,student10002238@sample.edu,david35@gmail.com,No,,80285 Lewis Vista,Leonardborough,Canada,,,,00 No known disability,Canadian System,Nicholasland College,Canadian High School Diploma: 80% average,,,Email Campaign,Received
10002239,2239,David,King,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Dropped out,,1,Unconditional,,28/01/2021,21/10/1999,39368563009,Bangladesh,+18 4699507,student10002239@sample.edu,beth41@gmail.com,No,,5488 Tapia Port,Freemanmouth,Bangladesh,,,,00 No known disability,Foundation Year,Lake Lance College,International Baccalaureate: 35 points,7,,Family/Friends,Received
10002240,2240,Robert,Smith,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,26/01/2021,06/05/2004,66141386830,Pakistan,+93 2344809,student10002240@sample.edu,tkelly@gmail.com,No,,313 Courtney Row,Riverston,Pakistan,,,,ADHD,Pakistani System,Nathanhaven College,Pakistani A-Level: AAB,6,,Outreach Activity: Open Day,Received
10002241,2241,Carol,Ritter,F,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,05/06/2021,27/10/1999,56588480354,Jordan,+4 1555428,student10002241@sample.edu,frivera@gmail.com,No,,63049 Davis Lodge Suite 184,Hurstchester,Jordan,,,,00 No known disability,Foundation Year,Fullerport College,Foundation Year: 75%,7,,Facebook,Received
10002242,2242,Javier,Richardson,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Conditional,IELTS score of 6.0 or above,18/08/2021,05/10/1997,13105648029,India,+11 6410595,student10002242@sample.edu,wyattkimberly@gmail.com,Yes,Deloitte Middle East,70243 King Pass,Zavalabury,India,,,,00 No known disability,Indian ICSE,Jessicashire College,Indian CBSE: 85%,6,,Alumni Referral,Received
10002243,2243,Vincent,Ross,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,10/06/2021,30/01/1997,26343953771,Pakistan,+57 7233398,student10002243@sample.edu,swinters@gmail.com,No,,7670 Thomas Drive,Christophermouth,Pakistan,,,,00 No known disability,Pakistani System,North Michaelbury College,Pakistani Intermediate: 80%,6.5,,Social Media,Received
10002244,2244,Robert,Barrett,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,09/05/2021,22/04/2001,62883262421,India,+87 2932023,student10002244@sample.edu,wflores@gmail.com,No,,620 Raven Groves Apt. 207,Jessicafort,India,,,,00 No known disability,Indian CBSE,New Edwardfort College,Indian ICSE: 85%,6.5,,Education Agent,Received
10002245,2245,Maria,Thompson,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,22/08/2021,25/03/1999,32594981431,Canada,+11 3482081,student10002245@sample.edu,juliafisher@gmail.com,No,,54167 Jose Valleys Suite 155,North Richard,Canada,,,,00 No known disability,Canadian System,Weaverview College,Canadian High School Diploma: 80% average,,,LinkedIn,Received
10002246,2246,Andrea,Bell,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,English Language Proficiency Test with minimum B grade,14/03/2021,24/02/2003,21888414085,Canada,+20 3948175,student10002246@sample.edu,kward@gmail.com,No,,17656 Davis Mountains,North Angela,Canada,,,,00 No known disability,Canadian System,Jeffreyburgh College,Canadian High School Diploma: 85% average,,,Social Media,Received
10002247,2247,Gary,Williams,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Conditional,Completion of foundation year requirements,02/01/2021,20/04/2004,16308767487,Egypt,+65 8292886,student10002247@sample.edu,lindsey26@gmail.com,No,,0715 Kelly Row Suite 072,Rossmouth,Egypt,,,,00 No known disability,Foundation Year,Lisatown College,International Baccalaureate: 35 points,6.5,,Outreach Activity: Open Day,Received
10002248,2248,Clinton,Roberts,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Dropped out,,1,Unconditional,,19/04/2021,01/05/2002,62594506675,India,+45 6729237,student10002248@sample.edu,riveratimothy@gmail.com,No,,3729 Stephen Keys Apt. 485,Victoriachester,India,,,,00 No known disability,Indian CBSE,South James College,Indian ICSE: 85%,6,,LinkedIn,Received
10002249,2249,Lisa,Wright,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,25/06/2021,26/12/1999,63279856797,Canada,+73 3062630,student10002249@sample.edu,tylerkristen@gmail.com,No,,3653 Corey Wall Apt. 987,Aaronberg,Canada,,,,00 No known disability,Canadian System,Gonzalezhaven College,Canadian High School Diploma: 85% average,,,School Visit,Received
10002250,2250,Rebecca,Wilson,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,21/03/2021,15/05/2003,57204557661,Bangladesh,+48 1822048,student10002250@sample.edu,tracinelson@gmail.com,No,,42437 Lisa Parks,North Tylermouth,Bangladesh,,,,00 No known disability,Foundation Year,New Kevin College,Foundation Year: 75%,6.5,,Search Engine: Google,Received
10002251,2251,Sierra,Miller,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,Mathematics proficiency test with minimum 60%,11/01/2021,11/01/1997,96068464543,Bangladesh,+61 1889808,student10002251@sample.edu,tbrewer@gmail.com,No,,61758 Daugherty Forges,Lisatown,Bangladesh,,,,00 No known disability,Foundation Year,Port Brendaburgh College,International Baccalaureate: 35 points,6.5,,University Fair,Received
10002252,2252,Katie,Ellis,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,21/02/2021,18/12/2001,85652450762,Philippines,+59 6957204,student10002252@sample.edu,eric90@gmail.com,No,,2975 Moreno Fields,Chaseburgh,Philippines,,Staff Dependent Bursary,50%,00 No known disability,IB,Lake Catherineberg College,International Baccalaureate: 35 points,6.5,,Education Agent,Received
10002253,2253,Glen,West,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Conditional,Mathematics proficiency test with minimum 60%,23/03/2021,18/04/2001,44620493436,India,+7 3053706,student10002253@sample.edu,brendapittman@gmail.com,No,,9562 Alexandria Skyway Apt. 714,New Sarahland,India,,,,00 No known disability,Indian ICSE,South Heather College,Indian CBSE: 85%,6.5,,Facebook,Received
10002254,2254,Mark,Hamilton,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,07/06/2021,18/05/1996,82650380807,Egypt,+95 1083411,student10002254@sample.edu,sanchezjeffrey@gmail.com,No,,2892 Young Roads Apt. 924,Ritterstad,Egypt,,,,00 No known disability,Foundation Year,Fergusonhaven College,Foundation Year: 75%,7,,Social Media,Received
10002255,2255,Douglas,Walker,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,29/06/2021,24/10/1997,76458785359,Egypt,+32 9651395,student10002255@sample.edu,boonelaura@gmail.com,No,,630 Williams Mill,North Jason,Egypt,,,,00 No known disability,Foundation Year,North Sean College,Foundation Year: 75%,6.5,,Family/Friends,Received
10002256,2256,Scott,Wilson,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,01/04/2021,23/12/2002,28220227062,Philippines,+87 2099420,student10002256@sample.edu,bmartin@gmail.com,No,,286 Dawn Mill Suite 399,Port Kellyberg,Philippines,,,,ADHD,Foundation Year,East Justin College,International Baccalaureate: 35 points,6.5,,Email Campaign,Received
10002257,2257,Theresa,Nash,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,English Language Proficiency Test with minimum B grade,06/01/2021,19/07/2004,89550196576,United Kingdom,+83 6158936,student10002257@sample.edu,phillipsdonna@gmail.com,No,,5812 King Crest,Coletown,UK,,Staff Dependent Bursary,50%,00 No known disability,A-Level,Houseville College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,University Fair,Received
10002258,2258,James,Morrow,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,18/05/2021,09/01/1996,30259322620,Bangladesh,+48 9863756,student10002258@sample.edu,martinmelissa@gmail.com,No,,429 Fletcher Centers,North Heatherville,Bangladesh,,,,00 No known disability,Foundation Year,Lake Michellemouth College,International Baccalaureate: 35 points,7,,Social Media,Received
10002259,2259,Jacqueline,Schultz,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,Submission of official transcripts within 30 days,04/04/2021,10/01/2002,19671621795,Pakistan,+60 1684155,student10002259@sample.edu,jeffreyescobar@gmail.com,No,,699 Myers Garden Suite 004,West Randyside,Pakistan,,,,Diabetes,Pakistani System,Dianetown College,Pakistani Intermediate: 80%,6.5,,Education Agent,Received
10002260,2260,Kathleen,Saunders,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,16/08/2021,20/12/2001,18046479280,Egypt,+24 7765901,student10002260@sample.edu,katie43@gmail.com,No,,435 William Squares Apt. 389,East Justin,Egypt,,Staff Dependent Bursary,50%,00 No known disability,Foundation Year,New Michelleside College,International Baccalaureate: 35 points,6.5,,Website,Received
10002261,2261,Nicole,Watson,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,2,Graduated 2023-24,Graduate,2,Unconditional,,08/06/2021,15/01/2000,49457672611,Jordan,+25 1390306,student10002261@sample.edu,brittany73@gmail.com,No,,204 Michael Flat Apt. 977,Lake Monique,Jordan,,,,00 No known disability,IB,Whitemouth College,Foundation Year: 75%,7,,University Fair,Received
10002262,2262,Laura,Davenport,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,26/05/2021,13/02/2004,47761755219,United States,+38 9606378,student10002262@sample.edu,bturner@gmail.com,Yes,Accenture,2045 Jasmine Corner,North Gregorymouth,US,,,,00 No known disability,High School Diploma,New David College,High School Diploma with GPA 3.8/4.0,,,Facebook,Received
10002263,2263,Shawn,Juarez,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,16/06/2021,28/11/2000,26023578400,Canada,+48 5050747,student10002263@sample.edu,brent35@gmail.com,No,,884 Fletcher Wall,Marytown,Canada,,,,00 No known disability,Canadian System,Hamptontown College,Canadian High School Diploma: 80% average,,,Instagram,Received
10002264,2264,Anthony,Hanna,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,15/05/2021,01/02/1999,54132649528,Canada,+93 3252405,student10002264@sample.edu,idominguez@gmail.com,No,,0131 Brett Creek Apt. 147,Lake Jessicaland,Canada,,,,00 No known disability,Canadian System,Lake Kelsey College,Canadian High School Diploma: 85% average,,,Search Engine: Google,Received
10002265,2265,Katherine,Miles,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Dropped out,,1,Unconditional,,03/03/2021,13/11/2000,98849247371,India,+8 5888482,student10002265@sample.edu,candacecannon@gmail.com,No,,3125 Wolfe Mission,North Joshuafort,India,,,,00 No known disability,Indian ICSE,Jerrystad College,Indian CBSE: 80%,7,,Social Media,Received
10002266,2266,Austin,Villanueva,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Conditional,Submission of certified academic documents,13/01/2021,17/07/2001,60783425169,Philippines,+25 9828381,student10002266@sample.edu,travisalyssa@gmail.com,No,,0157 Nunez Track,Chapmanshire,Philippines,,,,00 No known disability,Foundation Year,New Scott College,Foundation Year: 75%,6.5,,Family/Friends,Received
10002267,2267,Michael,Jimenez,M,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,05/07/2021,16/06/2003,19028775712,Jordan,+13 8629336,student10002267@sample.edu,robertgriffith@gmail.com,No,,21468 Phelps Cliffs Suite 654,Lewisborough,Jordan,,,,00 No known disability,IB,East Holly College,International Baccalaureate: 35 points,7,,Outreach Activity: Open Day,Received
10002268,2268,Jeffrey,Miles,M,Married,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,14/03/2021,06/02/1996,40917832697,Pakistan,+76 2533751,student10002268@sample.edu,roseapril@gmail.com,No,,3373 Justin Lake,South Brendafurt,Pakistan,,,,00 No known disability,Pakistani System,North Bobbyhaven College,Pakistani A-Level: AAB,6,,Email Campaign,Received
10002269,2269,Kristi,Mccarthy,F,Single,2021/22,2021 September,MA (Hons),Business Management and Information Systems,1,Graduated 2024-25,Graduate,1,Unconditional,,22/07/2021,15/09/2001,97638784065,Philippines,+42 4786913,student10002269@sample.edu,daviscaitlin@gmail.com,No,,9827 Gilbert Crossing,Lake Toni,Philippines,,,,00 No known disability,Foundation Year,Jessicaborough College,International Baccalaureate: 35 points,6.5,,Education Agent,Received
10002270,2270,Jaclyn,Aguilar,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,20/08/2021,01/12/1996,17966363458,India,+93 2289171,student10002270@sample.edu,vyork@gmail.com,No,,94530 Tonya Spring Suite 914,West Timothy,India,,,,00 No known disability,,,,,,Family/Friends,Available
10002271,2271,Kenneth,Roberson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,08/03/2021,30/04/2004,24557107343,Pakistan,+60 9400075,student10002271@sample.edu,andrew55@gmail.com,No,,1176 Blake View Apt. 523,Jennifershire,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002272,2272,Ruben,Cortez,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/02/2021,11/05/1996,36563637499,United Kingdom,+4 1493220,student10002272@sample.edu,traceymarsh@gmail.com,No,,740 Gibson Lakes Apt. 768,West Robertbury,UK,,,,00 No known disability,,,,,,Social Media,Available
10002273,2273,Rachel,Walker,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,10/08/2021,24/07/1997,69178778189,Pakistan,+15 3145923,student10002273@sample.edu,helen45@gmail.com,No,,9220 Allen Green,Carlosmouth,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002274,2274,Evan,Anderson,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,23/08/2021,12/01/2002,54570126010,Canada,+61 9344176,student10002274@sample.edu,logan67@gmail.com,No,,9470 Harding Trafficway,Gonzalesport,Canada,,,,00 No known disability,,,,,,Website,Available
10002275,2275,Lucas,Miller,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,27/08/2021,21/06/1999,25445012121,Egypt,+93 7971116,student10002275@sample.edu,marcus45@gmail.com,No,,172 Rodgers Ridge Suite 347,North Sarah,Egypt,,,,00 No known disability,,,,,,Family/Friends,Available
10002276,2276,Charles,Flores,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/01/2021,17/04/2000,58927242701,India,+79 6801436,student10002276@sample.edu,cramirez@gmail.com,No,,119 Padilla Ranch,Diazfort,India,,,,00 No known disability,,,,,,Social Media,Available
10002277,2277,Jeffrey,Morris,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/04/2021,21/01/2000,48982205253,Bangladesh,+78 2189717,student10002277@sample.edu,gabriellemartin@gmail.com,No,,22913 Diana Lodge Suite 884,North Craigtown,Bangladesh,,,,00 No known disability,,,,,,Website,Available
10002278,2278,Larry,Scott,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,17/03/2021,29/07/2000,83481977589,Pakistan,+38 4789035,student10002278@sample.edu,raymond94@gmail.com,No,,771 Angela Ville Suite 082,Meltonside,Pakistan,,,,00 No known disability,,,,,,Family/Friends,Available
10002279,2279,Kathleen,Hill,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,30/07/2021,09/09/2004,76700363324,Philippines,+44 1442518,student10002279@sample.edu,amanda90@gmail.com,No,,6011 Burns Harbor Suite 843,Lake Victor,Philippines,,,,00 No known disability,,,,,,Website,Available
10002280,2280,Christopher,Schmidt,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/05/2021,11/03/2001,32311092088,Bangladesh,+93 3645399,student10002280@sample.edu,tstanley@gmail.com,No,,01231 Maria Islands,South Douglasstad,Bangladesh,,,,00 No known disability,,,,,,Family/Friends,Available
10002281,2281,Katie,Zimmerman,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,30/04/2021,05/11/1998,40380457853,Philippines,+58 5614064,student10002281@sample.edu,uthompson@gmail.com,No,,62227 Paul Oval,East Joseph,Philippines,,,,00 No known disability,,,,,,Family/Friends,Available
10002282,2282,Grant,Wilson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,04/05/2021,13/12/2003,20386386186,Jordan,+12 5280661,student10002282@sample.edu,tamarasingleton@gmail.com,No,,289 Morgan Loop,New Joshua,Jordan,,,,00 No known disability,,,,,,Website,Available
10002283,2283,Ann,Riley,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,14/08/2021,20/11/1996,79278047772,India,+69 7832486,student10002283@sample.edu,kimberlywilliams@gmail.com,No,,0158 Vaughan Locks,Courtneyview,India,,,,00 No known disability,,,,,,Website,Available
10002284,2284,Julie,Figueroa,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/07/2021,08/07/2001,12707882231,India,+44 4987082,student10002284@sample.edu,collinsalexander@gmail.com,No,,7264 Reeves Walk,New Katieshire,India,,,,00 No known disability,,,,,,Social Media,Available
10002285,2285,Brandon,Kelly,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,16/06/2021,10/07/2002,67675696417,United States,+96 1777764,student10002285@sample.edu,monicathomas@gmail.com,No,,73673 Morales Greens Suite 812,Andrewburgh,US,,,,00 No known disability,,,,,,Social Media,Available
10002286,2286,Ernest,Delacruz,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/06/2021,18/08/1999,66387708428,Canada,+3 1707302,student10002286@sample.edu,john90@gmail.com,No,,951 Gallagher Rapid Suite 545,Mooremouth,Canada,,,,00 No known disability,,,,,,Social Media,Available
10002287,2287,Matthew,Johnson,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,04/01/2021,21/04/2002,58117301215,Philippines,+50 7674485,student10002287@sample.edu,vmiller@gmail.com,No,,641 Brandy Mount Suite 942,Watsonstad,Philippines,,,,00 No known disability,,,,,,Website,Available
10002288,2288,Brittany,Graham,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,11/04/2021,18/10/2002,28838946854,Pakistan,+88 8644182,student10002288@sample.edu,hernandezkelly@gmail.com,No,,9966 Arnold Rue Apt. 878,North Kathleen,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002289,2289,Benjamin,Ward,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,16/08/2021,10/03/2001,23799100499,Pakistan,+23 4667567,student10002289@sample.edu,ejohnson@gmail.com,No,,42211 Lisa Drive,West Jamesport,Pakistan,,,,00 No known disability,,,,,,Family/Friends,Available
10002290,2290,Jennifer,Johnson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,16/04/2021,14/03/1996,15823096653,Egypt,+56 9540874,student10002290@sample.edu,jessicamurphy@gmail.com,No,,0532 Michael Falls,Cindyland,Egypt,,,,00 No known disability,,,,,,Family/Friends,Available
10002291,2291,Elizabeth,Davis,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,01/02/2021,30/11/2002,89183049824,Canada,+14 9143427,student10002291@sample.edu,alexanderhernandez@gmail.com,No,,4367 James Islands,North Nicoleshire,Canada,,,,00 No known disability,,,,,,Website,Available
10002292,2292,Jeremy,Herrera,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/04/2021,03/06/2002,86291727345,United States,+83 3392360,student10002292@sample.edu,nelsonjuan@gmail.com,No,,7078 Stephanie Stravenue Suite 192,Lake Rachael,US,,,,00 No known disability,,,,,,Social Media,Available
10002293,2293,Christopher,Jones,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,28/01/2021,24/09/1996,18431575131,Philippines,+15 5061765,student10002293@sample.edu,georgeodonnell@gmail.com,No,,1413 Johnson Meadow Suite 340,New Bradleymouth,Philippines,,,,00 No known disability,,,,,,Social Media,Available
10002294,2294,Kayla,Gonzalez,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,18/07/2021,11/03/2003,82128870594,Egypt,+58 4255940,student10002294@sample.edu,awalker@gmail.com,No,,589 Daniel Causeway Apt. 845,Smithfort,Egypt,,,,00 No known disability,,,,,,Social Media,Available
10002295,2295,Erica,Ramsey,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,24/05/2021,01/12/2002,75444244936,Jordan,+86 9868569,student10002295@sample.edu,qmorgan@gmail.com,No,,5841 Orozco Station Suite 402,Denisebury,Jordan,,,,00 No known disability,,,,,,Family/Friends,Available
10002296,2296,James,Holloway,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,23/06/2021,31/07/1999,35967890155,Bangladesh,+30 7279755,student10002296@sample.edu,rasmussentheresa@gmail.com,No,,07225 Taylor Roads Suite 460,Richardshire,Bangladesh,,,,00 No known disability,,,,,,Family/Friends,Available
10002297,2297,Amanda,Thompson,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,09/03/2021,15/05/1998,71721097362,Pakistan,+89 1302898,student10002297@sample.edu,leonardsmith@gmail.com,No,,1466 Tonya Mission Apt. 696,Taylorshire,Pakistan,,,,00 No known disability,,,,,,Social Media,Available
